Company Name,Ticker,Location,Location Type,Sales,SIC,URL,Phone Number,Description
"WHIRLWIND TECHNOLOGIES, LLC",,ARIZONA(USA),Single Location,"$297,068",36740000,WWW.WWINDTECH.COM,(602) 721-6221,
INTEGRATED NETWORK SOLUTIONS L.L.C.,,ARIZONA(USA),Single Location,"$296,845",36790100,,(480) 406-9089,
S HYDE SPECTRUM LLC,,ARIZONA(USA),Single Location,"$295,576",36710206,,,
ENERGY ASSET HOLDINGS LLC,,ARIZONA(USA),Single Location,"$293,849",36740000,,(602) 329-6845,
MICROSEMI CORP. PMG,,ARIZONA(USA),Single Location,"$293,600",36740000,,,
NANOFLEX POWER CORPORATION,,ARIZONA(USA),Single Location,"$293,278",36740306,WWW.NANOFLEXPOWER.COM,(480) 585-4200,
"ARCFLASH LABS, INC.",,ARIZONA(USA),Headquarters,"$292,887",36770104,WWW.ARCFLASHLABS.COM,(424) 256-5087,
MESOSCOPE TECHNOLOGY LLC,,ARIZONA(USA),Single Location,"$292,542",36740000,WWW.MESOSCOPE.COM.TW,(480) 369-3207,
"BASSO & COMPANY, LLC",,ARIZONA(USA),Single Location,"$292,475",36740000,,,
TUSONIX INC,,ARIZONA(USA),Single Location,"$291,814",36790000,,(520) 572-6136,
EXTREME MOBILE PRODUCTS LLC,,ARIZONA(USA),Single Location,"$290,000",36790000,,,
INTEL ATLAS,,ARIZONA(USA),Single Location,"$288,247",36740000,WWW.INTELATLAS.COM,(520) 955-8534,
"PRINTABLE CIRCUITS, LLC",,ARIZONA(USA),Single Location,"$288,207",36790100,,,
CONNECT ONE SEMICONDUCTORS INC,,ARIZONA(USA),Single Location,"$288,049",36740000,,(602) 493-5382,
"ASM AMERICA, INC.",,ARIZONA(USA),Single Location,"$287,236",36740000,WWW.ASM.COM,(602) 470-2710,
"A.M.S. INTERNATIONAL, LLC",,ARIZONA(USA),Single Location,"$287,015",36740000,,,
"PSI CRYSTAL RESEARCH, INC.",,ARIZONA(USA),Single Location,"$286,460",36790000,WWW.PHX-INC.COM,(480) 452-3301,
ISOSENSE,,ARIZONA(USA),Single Location,"$285,677",36790000,WWW.WATERFRONTDENTISTRY.COM,,
"RESONANT INSTRUMENTS, LLC",,ARIZONA(USA),Single Location,"$284,198",36740000,RESONANTINSTRUMENTS.OPENFOS.COM,(480) 516-4523,
BRIDGE TECHNOLOGY NETWORK LLC,,ARIZONA(USA),Single Location,"$283,245",36740000,,,
AFR CIRCUITS INC,,ARIZONA(USA),Single Location,"$281,825",36790100,WWW.AFRDYNAMICS.COM,,
"ICA HOLDINGS, INC.",,ARIZONA(USA),Single Location,"$281,197",36799905,WWW.ICAHOLDINGS.COM,,
SIMPLY AUTOMATED LLC,,ARIZONA(USA),Single Location,"$280,000",36790500,,(760) 431-2100,
HILSON ELECTRONICS INC,,ARIZONA(USA),Single Location,"$276,631",36790100,,(520) 882-0833,
"PDG RESOURCES, LLC",,ARIZONA(USA),Single Location,"$274,767",36740000,,,
ARCADIA SOUTHWEST LLC,,ARIZONA(USA),Single Location,"$274,251",36790000,,(602) 290-5279,
APPLIED MATERIALS TECHNOLOGIES,,ARIZONA(USA),Single Location,"$272,925",36740000,,,
"NEOTECH SOLUTIONS, LLC",,ARIZONA(USA),Single Location,"$271,732",36720000,,,
"RESOTECH, INC.",,ARIZONA(USA),Single Location,"$270,000",36790105,WWW.RESOTECHINC.COM,(480) 483-8400,
"PVA TEPLA AMERICA, INC.",,ARIZONA(USA),Single Location,"$269,548",36740000,WWW.PVATEPLAAMERICA.COM,(800) 527-5667,
ANOKIWAVE INC,,ARIZONA(USA),Single Location,"$268,971",36740000,WWW.ANOKIWAVE.COM,(480) 491-6962,
AVX LLC,,ARIZONA(USA),Single Location,"$268,971",36750000,,,
SOLAEC TEK INC,,ARIZONA(USA),Single Location,"$268,971",36790000,,,
ZIPTON TECH LLC,,ARIZONA(USA),Single Location,"$268,971",36740000,,,
CAPCO46 LLC,,ARIZONA(USA),Single Location,"$268,771",36790403,,(480) 254-2528,
SOLAR SHIELD PRO,,ARIZONA(USA),Single Location,"$268,771",36740000,,(602) 319-1400,
"FLEX PCB, LLC",,ARIZONA(USA),Single Location,"$268,085",36720000,WWW.FLEXPCB.COM,,
E.P.M.,,ARIZONA(USA),Single Location,"$267,149",36710000,WWW.EPMGROUP.COM,,
SS TECHNOLOGIES LLC,,ARIZONA(USA),Single Location,"$267,149",36790100,WWW.SSTECH.COM,,
BRDCM,,ARIZONA(USA),Single Location,"$266,577",36740000,,(480) 753-1020,
HVVI SEMICONDUCTORS,,ARIZONA(USA),Single Location,"$266,577",36740000,,,
INTELLIGENT DATA WAREHOUSE,,ARIZONA(USA),Single Location,"$266,577",36740207,,(678) 559-7180,
ION TECHNOLOGIES LLC,,ARIZONA(USA),Single Location,"$266,577",36740000,,,
NUMONYX INC.,,ARIZONA(USA),Single Location,"$266,577",36740000,,(480) 554-3834,
PHILIP SERVICES CORP.,,ARIZONA(USA),Single Location,"$266,577",36740000,,,
TCM SENSOR PROCESSING,,ARIZONA(USA),Single Location,"$266,577",36740400,,(520) 533-2480,
TTM CLEANING LLC,,ARIZONA(USA),Single Location,"$266,577",36720000,,,
CRYOTHERM ARMOR LLC,,ARIZONA(USA),Single Location,"$266,088",36790000,WWW.CRYOTHERMARMOR.COM,(480) 254-1261,
BAJA TECHNOLOGY L.L.C.,,ARIZONA(USA),Single Location,"$266,029",36790000,WWW.BAJA-TECHNOLOGY.COM,,
MGI QUARTZ LLC,,ARIZONA(USA),Single Location,"$264,212",36790403,,,
MICHAEL JAMES BRITTON,,ARIZONA(USA),Single Location,"$263,179",36799905,,(520) 274-6685,
"NK LINEAR, LLC",,ARIZONA(USA),Single Location,"$262,407",36740000,WWW.NKLINEAR.COM,,
INTEGRATED DEVICE TECHNOLOGY INC,,ARIZONA(USA),Single Location,"$260,939",36740000,WWW.RENESAS.COM,(480) 917-8330,
"STRATIS SEMI, LLC",,ARIZONA(USA),Single Location,"$260,671",36740000,WWW.STRATISSEMI.COM,,
PAC IC DESIGN INC,,ARIZONA(USA),Single Location,"$260,302",36740202,,,
SALIM PEREZ CONSULTING LLC,,ARIZONA(USA),Single Location,"$260,167",36740000,,,
SOFTWAVERADIO INC.,,ARIZONA(USA),Single Location,"$259,407",36740200,,(805) 404-7739,
GLOBAL SEMICONDUCTOR SERVICES LLC,,ARIZONA(USA),Single Location,"$258,862",36740000,,,
KLA COMMUNICATIONS LLC,,ARIZONA(USA),Single Location,"$258,862",36740000,WWW.KLA.COM,,
LORDS OF THE SOLAR SALES,,ARIZONA(USA),Single Location,"$258,246",36740306,,(602) 292-7771,
SPOOKY MANUFACTURING LLC,,ARIZONA(USA),Single Location,"$257,848",36790100,,(480) 925-1966,
"WHICH SWITCH USA, LLC",,ARIZONA(USA),Single Location,"$257,848",36790500,,(480) 299-9053,
"EVALUATION BOARD TECHNOLOGY, INC.",,ARIZONA(USA),Single Location,"$257,028",36720000,,(480) 921-1520,
ION IMPLANTATION TECHNOLOGY,,ARIZONA(USA),Single Location,"$257,003",36740000,,(480) 948-1567,
JNI L.L.C.,,ARIZONA(USA),Single Location,"$257,003",36740000,,,
"PD PRINTED CIRCUIT SOLUTIONS, LLC",,ARIZONA(USA),Single Location,"$257,003",36729901,,,
"RF CONETIX, L.L.C.",,ARIZONA(USA),Single Location,"$257,003",36780000,,,
ARIZONA REWORK SPECIALISTS LLC,,ARIZONA(USA),Single Location,"$256,559",36720000,,,
R D CIRCUITS,,ARIZONA(USA),Single Location,"$256,559",36790100,,,
INNOVATIVE SUPPLIER,,ARIZONA(USA),Single Location,"$256,389",36790000,,(480) 777-1294,
LANMAR ENTERPRISES,,ARIZONA(USA),Single Location,"$256,389",36790000,,(623) 243-7067,
MIAO IC DESIGN LLC,,ARIZONA(USA),Single Location,"$256,389",36740000,,(623) 341-6011,
CONVERGENT GLOBAL TECHNOLOGIES LLC,,ARIZONA(USA),Single Location,"$255,940",36740000,,,
"TJM ELECTRONICS WEST, INC.",,ARIZONA(USA),Single Location,"$255,397",36720000,,(480) 446-3150,
"GHERASOIU, IULIAN",,ARIZONA(USA),Single Location,"$254,712",36740213,,,
PRIDE TECHNICAL LLC,,ARIZONA(USA),Single Location,"$254,712",36740000,,,
PRECISION VEHICLES SERVICES,,ARIZONA(USA),Single Location,"$253,659",36790100,,(602) 242-8177,
"ECOSYS INNOVATIONS, INC.",,ARIZONA(USA),Single Location,"$252,275",36740000,,,
BECKELEC,,ARIZONA(USA),Single Location,"$250,000",36790302,WWW.BECKELEC.COM,(623) 435-6555,
SOLARWEST SCREEN COMPANY INC,,ARIZONA(USA),Single Location,"$249,954",36740306,,(623) 879-0226,
"BTU OVERSEAS (SHANGHAI) CO., LTD",,ARIZONA(USA),Single Location,"$249,911",36740000,,,
CONVERGENT EDM INC.,,ARIZONA(USA),Single Location,"$246,681",36740000,WWW.CEDM.NET,,
FRED BOATWRIGHT,,ARIZONA(USA),Single Location,"$244,814",36790100,WWW.BLAKEMANUFACTURING.COM,(480) 969-4402,
CANYON ELECTRONICS INC,,ARIZONA(USA),Single Location,"$241,538",36799908,,(602) 938-2551,
"TECHNOLOGY ACCELERATION ASSOCIATES, LLC",,ARIZONA(USA),Single Location,"$239,048",36740000,,(480) 229-9716,
FILTEK INC.,,ARIZONA(USA),Single Location,"$235,918",36790105,WWW.FILTEK.COM,(520) 398-2856,
"DYNAVERSAL SYSTEMS, INC",,ARIZONA(USA),Single Location,"$233,788",36740000,,(480) 924-3772,
"L & V ELECTRONICS, INC.",,ARIZONA(USA),Single Location,"$227,787",36720000,,,
"TEAM-AEROSPACE, INC.",,ARIZONA(USA),Single Location,"$225,924",36790000,WWW.TEAMAEROSPACE.COM,,
"LENOX FUGLE INTERNATIONAL, INC",,ARIZONA(USA),Single Location,"$224,171",36779904,WWW.LENOXFUGLE.COM,,
BRENDA HALVORSON,,ARIZONA(USA),Single Location,"$223,371",36770000,,,
PRECISE TESTING INC,,ARIZONA(USA),Single Location,"$215,436",36720000,,(480) 966-2248,
RESOTECH INC,,ARIZONA(USA),Single Location,"$213,803",36790000,,,
APPLIED TEST TECHNOLOGY INC.,,ARIZONA(USA),Single Location,"$208,845",36790100,,,
THE COOLER PAD,,ARIZONA(USA),Single Location,"$207,834",36799904,,,
ITEK CORPORATION,,ARIZONA(USA),Single Location,"$207,181",36790000,,(520) 405-8303,
INTERFACE DEVICES INC,,ARIZONA(USA),Single Location,"$206,843",36710000,,(480) 898-9799,
"R.F. POWER SYSTEMS, INC.",,ARIZONA(USA),Single Location,"$206,773",36790100,WWW.RFPOWERSYSTEMS.COM,(623) 376-7720,
C M P SOLUTIONS INC,,ARIZONA(USA),Single Location,"$204,096",36749909,,,
SILICON RESOURCES INC,,ARIZONA(USA),Single Location,"$203,402",36740000,,(480) 503-4564,
CRYSTAL CRC RESEARCH CORP,,ARIZONA(USA),Headquarters,"$199,798",36790400,,(480) 452-3301,
FIVE STAR DJ CENTER INC.,,ARIZONA(USA),Single Location,"$198,857",36790204,WWW.FIVESTARDJCENTER.COM,,
ZENTRIC INC.,,ARIZONA(USA),Single Location,"$197,340",36749910,WWW.ZNTR.COM,(828) 338-9266,
DREAM CREEK MFG INC,,ARIZONA(USA),Single Location,"$195,064",36790000,,(602) 992-8902,
ADVANCED SEMICONDUCTOR TECHNOLOGY INC,,ARIZONA(USA),Single Location,"$194,084",36740000,,,
SOUTHWEST SEMICONDUCTOR INC,,ARIZONA(USA),Single Location,"$191,202",36740000,,(480) 940-5716,
ADVANCED TECHMETALS,,ARIZONA(USA),Single Location,"$188,344",36790100,,(602) 233-2433,
"DIAMOND SEMICONDUCTOR SYSTEMS, INC.",,ARIZONA(USA),Single Location,"$180,394",36740000,WWW.SMI-US.COM,,
TRANSYLVANIA ENTERPRISES INC,,ARIZONA(USA),Single Location,"$176,801",36790301,,,
"WARD TECHNOLOGIES, INC.",,ARIZONA(USA),Single Location,"$176,278",36740000,WWW.WARDTECHNOLOGIESINC.COM,(480) 831-5500,
RF MICROWARE,,ARIZONA(USA),Single Location,"$170,000",36790105,,,
"MERCER TECH SALES, LLC",,ARIZONA(USA),Single Location,"$169,409",36790000,,(480) 946-4142,
"AIR COMMAND ELECTRONICS, LLC",,ARIZONA(USA),Single Location,"$167,286",36790000,,(602) 266-2100,
ALLICS TECHNOLOGY LLC,,ARIZONA(USA),Single Location,"$164,822",36740000,WWW.ALLICSTECH.COM,,
STRATEGIC ENERGY SERVICES UNITED STATES INC,,ARIZONA(USA),Single Location,"$164,365",36740000,,(520) 401-9131,
LEVEL 2,,ARIZONA(USA),Single Location,"$163,283",36740200,WWW.LEVEL2INC.COM,,
"KO-TRONICS, INC.",,ARIZONA(USA),Single Location,"$162,574",36799905,WWW.KOTRONICS.COM,(480) 969-0670,
"WORLD WIDE CIRCUITS & MANUFACTURING, INC",,ARIZONA(USA),Single Location,"$159,772",36790100,WWW.CEOWORLDWIDECIRCUITS.COM,,
TOOH DINEH INDUSTRIES INC,,ARIZONA(USA),Headquarters,"$159,441",36790100,WWW.TOOHDINEH.COM,(928) 686-6477,
"COMPOUND SEMICONDUCTOR MATERIALS, INC",,ARIZONA(USA),Single Location,"$155,427",36790401,,,
BOURNS INC,,ARIZONA(USA),Single Location,"$150,000",36720000,,(480) 807-2891,
SMART GLOBAL MENU LLC,,ARIZONA(USA),Single Location,"$149,743",36740000,WWW.SMARTM.COM,,
JEFFREY G LANGHORST,,ARIZONA(USA),Single Location,"$145,063",36790000,,(480) 661-7552,
GLACIS CORPORATION,,ARIZONA(USA),Single Location,"$143,047",36740000,,,
AMERICAN QUALITY ELECTRIC INC,,ARIZONA(USA),Single Location,"$140,000",36790111,,,
ELTECH GLOBAL CORP.,,ARIZONA(USA),Single Location,"$140,000",36720000,,(407) 716-5414,
SEMI EQUIPMENT SVC & REPAIR,,ARIZONA(USA),Single Location,"$140,000",36740000,,(480) 899-7826,
CONNECTOR PROTECTOR INC,,ARIZONA(USA),Single Location,"$133,601",36780000,,,
LEGALVID LLC,,ARIZONA(USA),Single Location,"$133,048",36740210,WWW.LEGALVID.NET,(602) 795-8980,
"RGT, INC.",,ARIZONA(USA),Single Location,"$132,110",36740000,WWW.RGT-INC.COM,(480) 786-0449,
"AGRICULTURAL TECHNOLOGY PRODUCTS, INC.",,ARIZONA(USA),Single Location,"$132,029",36740000,,(520) 507-5001,
CONVERGENT SERVICES LLC,,ARIZONA(USA),Single Location,"$130,336",36740000,,(480) 361-5646,
APTINA INC,,ARIZONA(USA),Single Location,"$127,662",36740000,WWW.ONSEMI.COM,,
"INNOVATIVE ELECTRONIC ASSEMBLY, INC.",,ARIZONA(USA),Single Location,"$120,172",36720000,,(480) 633-8779,
E-GOGY.COM,,ARIZONA(USA),Single Location,"$120,000",36780000,,,
"PACK-IT, INC.",,ARIZONA(USA),Single Location,"$120,000",36790100,,,
"MRCY, LLC",,ARIZONA(USA),Single Location,"$113,925",36720000,WWW.MRCY.COM,,
ARINOVA,,ARIZONA(USA),Single Location,"$110,000",36790000,,(602) 738-0963,
HOT TIP SYSTEMS,,ARIZONA(USA),Single Location,"$107,879",36740000,,,
OCIS TECHNOLOGY LLC,,ARIZONA(USA),Single Location,"$107,341",36740000,,(602) 317-6249,
PCB DATA SERVICES,,ARIZONA(USA),Single Location,"$105,019",36720000,,(602) 400-5526,
NATIONAL CIRCUITS SOLUTIONS INC,,ARIZONA(USA),Single Location,"$102,803",36790100,,(480) 241-6096,
"MICROBOARD PROCESSING, INC.",,ARIZONA(USA),Single Location,"$100,986",36720000,WWW.MICROBOARD.COM,,
"NORDIC SEMICONDUCTOR, INC.",,ARIZONA(USA),Single Location,"$100,068",36740000,WWW.NORDICSEMI.COM,,
HEFEI LLC,,ARIZONA(USA),Single Location,"$99,495",36740000,WWW.ASML.COM,,
"SLSCOTT SERVICES, INC.",,ARIZONA(USA),Single Location,"$94,347",36740000,,(480) 921-3989,
"APPLIED LOGIC FILTRATION, INC",,ARIZONA(USA),Single Location,"$90,039",36779903,,(480) 505-3828,
EMMA P ROSALES,,ARIZONA(USA),Single Location,"$90,039",36720000,WWW.FERHEALTHTECH.COM,,
"PREMIERE CIRCUITS, LLC",,ARIZONA(USA),Single Location,"$85,198",36790100,,(928) 542-3707,
MAZERUNNER,,ARIZONA(USA),Single Location,"$84,074",36720000,,(480) 759-1546,
DAVID TRUOG,,ARIZONA(USA),Single Location,"$83,947",36790000,WWW.FIENX.NET,,
ELECTROSENSE,,ARIZONA(USA),Single Location,"$82,218",36720000,,(480) 967-8344,
GREG VASCHE,,ARIZONA(USA),Single Location,"$81,000",36740000,,(480) 994-0934,
ASSEMBLY-FLEX LLC,,ARIZONA(USA),Single Location,"$79,516",36720000,WWW.ASSEMBLY-FLEX.COM,,
"FIVE STAR DIGITAL, LLC",,ARIZONA(USA),Single Location,"$78,700",36790100,,(919) 934-9711,
"FULL CIRCLE OF WELLNESS, INC",,ARIZONA(USA),Single Location,"$78,488",36790000,,(614) 295-8885,
SILLUMIN TECHNOLOGY LTD,,ARIZONA(USA),Single Location,"$78,488",36740000,,,
"WAFER TECHNOLOGY, LTD",,ARIZONA(USA),Single Location,"$77,915",36740000,WWW.WAFERTECH.CO.UK,(928) 468-2204,
"SECURE COMMUNICATION SYSTEMS, INC.",,ARIZONA(USA),Single Location,"$77,702",36720000,WWW.BENCH.COM,,
TECHNICAL SOLUTIONS INTERNATIONAL INC.,,ARIZONA(USA),Single Location,"$75,575",36740000,,,
"ULTRA HOLDINGS, L.L.C.",,ARIZONA(USA),Single Location,"$70,645",36740000,WWW.UCT.COM,,
KLT ENTERPRISES,,ARIZONA(USA),Single Location,"$66,000",36790000,,(520) 233-6704,
CUSTOM TECHNICAL SOLUTIONS LLC,,ARIZONA(USA),Single Location,"$61,923",36740200,WWW.CUSTOMTECLLC.COM,,
STEVEN BOZSI,,ARIZONA(USA),Single Location,"$61,708",36729901,,,
MAGNETIC ENGINEERING,,ARIZONA(USA),Single Location,"$61,000",36770100,,,
"SCOTT FISHER PRODUCTIONS, L.L.C.",,ARIZONA(USA),Single Location,"$61,000",36799915,,(480) 563-2078,
"TYCO PRINTED CIRCUIT GROUP, INC",,ARIZONA(USA),Branch,"$59,000",36720000,,(602) 569-5389,
"INFRARED TECHNOLOGY SPECIALISTS, INC.",,ARIZONA(USA),Single Location,"$58,974",36740401,,(480) 239-9660,
"TEMPE SEMICONDUCTOR, INC.",,ARIZONA(USA),Single Location,"$58,189",36740200,WWW.LSRL.COM,(307) 679-2585,
THE COMPONENT STORE LLC,,ARIZONA(USA),Single Location,"$55,000",36790100,WWW.THECOMPONENTSTORE.COM,(602) 403-0343,
"NUSOLA, INC.",,ARIZONA(USA),Single Location,"$52,263",36740306,,(650) 678-4407,
LARRY SCIBLO,,ARIZONA(USA),Single Location,"$50,000",36720000,,(714) 745-9668,
"CIRRUS COLORADO, LLC",,ARIZONA(USA),Single Location,"$45,766",36740000,,,
FRANCO INDUSTRIES LLC,,ARIZONA(USA),Single Location,"$8,588",36790000,,(520) 732-1299,
"CANYON INTEGRATED TECHNOLOGIES, LLC",,ARIZONA(USA),Single Location,"$7,315",36790000,,,
A B L ELECTRONICS CORPORATION,,ARIZONA(USA),Single Location,$0,36780000,,(480) 897-6702,
A R T CIRCUITS,,ARIZONA(USA),Single Location,$0,36790100,,(480) 730-5010,
A T & T CORP,,ARIZONA(USA),Single Location,$0,36740000,,(602) 278-4087,
A T C,,ARIZONA(USA),Single Location,$0,36720000,,(520) 682-9067,
A T C,,ARIZONA(USA),Single Location,$0,36720000,,(602) 840-2847,
ABPAC INC,,ARIZONA(USA),Single Location,$0,36740000,,(602) 431-1200,
ACCURATE TECHNICAL SERVICES INC,,ARIZONA(USA),Single Location,$0,36740000,,(480) 945-7366,
"ACT II PRINTED CIRCUITS, INC",,ARIZONA(USA),Single Location,$0,36720000,,,
"ACT II PRINTED CIRCUITS, INC.",,ARIZONA(USA),Single Location,$0,36729901,,(602) 829-1779,
ACT MANUFACTURING INC,,ARIZONA(USA),Single Location,$0,36720000,,,
ACTIVE NOISE AND AIRFLOW MANAGEMENT SYSTEMS,,ARIZONA(USA),Single Location,$0,36740206,,(602) 470-0020,
"ACTIVE NOISE AND AIRFLOW MANAGEMENT SYSTEMS, LLC",,ARIZONA(USA),Single Location,$0,36740206,,,
"ACTIVE NOISE AND VIBRATION TECHNOLOGIES, INC.",,ARIZONA(USA),Single Location,$0,36740206,,(602) 839-9981,
ADDITIVE CIRCUITS LLC,,ARIZONA(USA),Single Location,$0,36720000,,(480) 829-8202,
ADVANCE CIRCUITS INC,,ARIZONA(USA),Single Location,$0,36720000,,(602) 431-9782,
"ADVANCED CIRCUITS, INC.",,ARIZONA(USA),Branch,$0,36720000,WWW.4PCB.COM,(480) 226-6634,
"ADVANCED CIRCUITS, INC.",,ARIZONA(USA),Branch,$0,36720000,WWW.4PCB.COM,,
"ADVANCED MICRO DEVICES, INC",,ARIZONA(USA),Single Location,$0,36740200,,(602) 242-4400,
ADVANCED PCB DESIGN,,ARIZONA(USA),Single Location,$0,36720000,,(520) 822-5138,
ADVANCED QUICK CIRCUITS LP,,ARIZONA(USA),Single Location,$0,36790100,,(480) 488-6363,
AERO ENGINEERING & MANUFACTURING GROUP,,ARIZONA(USA),Single Location,$0,36799905,,,
"AETEC INTERNATIONAL, INC.",,ARIZONA(USA),Single Location,$0,36790100,,(480) 831-6006,
"AG SEMICONDUCTOR SERVICES, LLC",,ARIZONA(USA),Single Location,$0,36740000,,(602) 431-8220,
"AGC MULTI MATERIAL AMERICA, INC.",,ARIZONA(USA),Branch,$0,36790100,WWW.AGC-MULTIMATERIAL.COM,(480) 967-5600,
AGERE SYSTEMS 8052580,,ARIZONA(USA),Single Location,$0,36790000,,(928) 536-2734,
AGH TEK ELECTRONICS INC,,ARIZONA(USA),Single Location,$0,36790000,,(480) 986-5712,
"AIR SUPPLY INDUSTRIES, INC.",,ARIZONA(USA),Single Location,$0,36799905,,(602) 992-1994,
"AIRBORN INTERCONNECT, INC.",,ARIZONA(USA),Branch,$0,36780000,WWW.AIRBORN.COM,(602) 331-6047,
"ALL-IN-ONE MICROSERVICE, INC",,ARIZONA(USA),Single Location,$0,36740000,,,
ALPHA TECHNOLOGIES SERVIC,,ARIZONA(USA),Single Location,$0,36790304,,(602) 438-2113,
ALPHATEC,,ARIZONA(USA),Single Location,$0,36790000,,(480) 786-0500,
ALTERA CORPORATION,,ARIZONA(USA),Single Location,$0,36740000,,(602) 553-1090,
"ALTERNATIVE LIFE MOVING STRATEGIES (A.L.M.S.), INC.",,ARIZONA(USA),Single Location,$0,36740000,,(480) 383-4422,
AMACI ELECTRONICS,,ARIZONA(USA),Single Location,$0,36790000,,(520) 881-8081,
AMATECH USA INC,,ARIZONA(USA),Single Location,$0,36780000,,(480) 726-8800,
"AMERICAD, INC.",,ARIZONA(USA),Single Location,$0,36720000,,(480) 926-9696,
"AMKOR TECHNOLOGY, INC.",,ARIZONA(USA),Branch,$0,36740000,WWW.AMKOR.COM,(480) 782-3025,
AMP INC,,ARIZONA(USA),Single Location,$0,36799905,,(520) 281-0247,
AMPHENOL CORPORATION,,ARIZONA(USA),Branch,$0,36780000,WWW.AMPHENOL.COM,(520) 397-7008,
AMPHENOL CORPORATION,,ARIZONA(USA),Branch,$0,36780000,WWW.AMPHENOL.COM,(520) 397-7015,
AMPHENOL CORPORATION,,ARIZONA(USA),Branch,$0,36780000,WWW.AMPHENOL.COM,(480) 937-0020,
AMPHENOL CORPORATION,,ARIZONA(USA),Branch,$0,36780000,WWW.AMPHENOL.COM,(586) 899-4224,
AMPHENOL CORPORATION,,ARIZONA(USA),Branch,$0,36780000,WWW.AMPHENOL.COM,,
"AMPHENOL PRINTED CIRCUITS, INC.",,ARIZONA(USA),Branch,$0,36720000,WWW.AMPHENOL-APC.COM,,
"AMPHENOL PRINTED CIRCUITS, INC.",,ARIZONA(USA),Single Location,$0,36790100,,(520) 397-7060,
AMPLIFIER RESEARCH TECHNOLOGY,,ARIZONA(USA),Single Location,$0,36790000,,(602) 780-1100,
AMS MICRO INC,,ARIZONA(USA),Single Location,$0,36750000,,(602) 649-1420,
"AMTECH SYSTEMS, INC.",,ARIZONA(USA),Branch,$0,36740000,WWW.AMTECHSYSTEMS.COM,(480) 705-6494,
AMW CONSULTANTS INC,,ARIZONA(USA),Single Location,$0,36740000,,(602) 996-8530,
"ANALOG DEVICES, INC",,ARIZONA(USA),Single Location,$0,36740200,,(480) 675-9714,
"ANALOG DEVICES, INC.",,ARIZONA(USA),Branch,$0,36740200,WWW.ANALOG.COM,(602) 377-1330,
"ANALOG DEVICES, INC.",,ARIZONA(USA),Single Location,$0,36740000,WWW.ANALOG.COM,(520) 208-3584,
"ANALOG DEVICES, INC.",,ARIZONA(USA),Single Location,$0,36740200,,(480) 421-9269,
ANGSTROM DEVICES INC,,ARIZONA(USA),Single Location,$0,36790100,,(520) 294-7115,
ANTARES CONTECH INC,,ARIZONA(USA),Single Location,$0,36740000,,(480) 333-1700,
"APPLIED CIRCUIT ENGINEERING, INC",,ARIZONA(USA),Single Location,$0,36720000,,(602) 780-1995,
APPLIED ENGINEERING PRODUCTS INC,,ARIZONA(USA),Single Location,$0,36780000,,(602) 482-5727,
"APPLIED MATERIALS, INC.",,ARIZONA(USA),Branch,$0,36740000,WWW.APPLIEDMATERIALS.COM,,
"APPLIED MATERIALS, INC.",,ARIZONA(USA),Branch,$0,36740000,WWW.APPLIEDMATERIALS.COM,(480) 968-6686,
"APPLIED MATERIALS, INC.",,ARIZONA(USA),Branch,$0,36740000,WWW.APPLIEDMATERIALS.COM,,
"APPLIED MATERIALS, INC.",,ARIZONA(USA),Branch,$0,36740000,WWW.APPLIEDMATERIALS.COM,,
"APPLIED MICRO SOLUTIONS, INC",,ARIZONA(USA),Single Location,$0,36740207,,(602) 437-0221,
APPLIED MICRO TECHNOLOGY INC,,ARIZONA(USA),Single Location,$0,36740000,,(602) 622-8605,
"APPLIED SATELLITE ENGINEERING, LLC",,ARIZONA(USA),Single Location,$0,36790100,WWW.BLUESKYNETWORK.COM,(480) 443-1424,
ARIZONA CIRCUITS INC,,ARIZONA(USA),Single Location,$0,36790100,,(480) 968-6297,
ARIZONA COIL INC,,ARIZONA(USA),Single Location,$0,36779902,,(520) 281-1779,
"ARIZONA PRECISION SHEET METAL, INC.",,ARIZONA(USA),Single Location,$0,36790100,,(602) 581-1652,
"ARIZONA SOLAR INVESTMENT GROUP 1, LLC",,ARIZONA(USA),Single Location,$0,36740000,,(480) 717-9379,
ASE (U.S) INC.,,ARIZONA(USA),Branch,$0,36740000,WWW.ASEGLOBAL.COM,(480) 752-2233,
ASHLAND MICROCLEAN INC,,ARIZONA(USA),Single Location,$0,36740000,,(480) 730-0302,
ASIC DESIGNS & SERVICES,,ARIZONA(USA),Single Location,$0,36760000,,(623) 561-1449,
"ASSEMTEC, INC",,ARIZONA(USA),Single Location,$0,36729901,,(602) 431-1144,
ATOMIKA INSTRUMENTS AMERICA,,ARIZONA(USA),Single Location,$0,36740000,,(480) 730-6442,
ATTACHMATE CORPORATION,,ARIZONA(USA),Single Location,$0,36740200,,(602) 861-0202,
AVALON MANUFACTORING CO,,ARIZONA(USA),Single Location,$0,36720000,,(480) 507-8333,
AVX CORPORATION,,ARIZONA(USA),Single Location,$0,36750000,,(480) 991-1716,
AYER ENGINEERING CORP,,ARIZONA(USA),Single Location,$0,36750000,,(520) 888-6112,
AZ CABLE & HARNESS,,ARIZONA(USA),Single Location,$0,36799905,,(602) 921-3480,
AZ GLOBAL SERVICES LLC,,ARIZONA(USA),Branch,$0,36740000,,(602) 989-2334,
